"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"3535","晶彩科技股份有限公司","晶彩科","光電業","－","新竹縣竹北市環北路二段197號","	70720798","陳永華","陳永華","王子越","執行長","蔡淑玲","(03)5545988","2000/03/10","2008/01/31",新台幣                 10.0000元,790523560,79052356,0,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","高逸欣","陳明煇","Favite","No.197, Sec. 2, Huanbei Rd.Zhubei City, Hsinchu County 302, Taiwan","(03)5545989","Minnie@favite.com","http://www.favite.com","蔡淑玲","稽核經理","(03)5545988","investor@favite.com","www.favite.com","https://www.favite.com/invester/governance/"
"3543","州巧科技股份有限公司","州巧","光電業","－","(30351)新竹縣湖口鄉新竹工業區光復路42號","	70526133","李樹裔","徐文茂","李逸淑","副總經理","陳玉珍","(03)5981919","2000/06/09","2020/04/15",新台幣                 10.0000元,1102631500,110263150,0,0,合併,每年,董事會,"福邦證券(股)公司","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","廖福銘","林永智","JOCHU","NO.42, KUANGFU RD., HUKOU TOWNSHIP,HSINCHU COUNTY 30351, TAIWAN (R.O.C.)","(03)5987338","ir1@jochu.com","http://www.jochu.com/","李逸淑 & 陳玉珍","副總經理 & 特別助理","03-5981919","ir1@jochu.com","http://www.jochu.com/Stakeholder.html","https://www.jochu.com/CorporateGovernance.html"
"3545","敦泰電子股份有限公司","敦泰","半導體業","－","新竹縣竹北市環科一路23號11樓之1","	28069900","胡正大","胡正大","張維杰","財務長","曾雅姿","03-6561660","2006/01/03","2007/07/03",新台幣                 10.0000元,2211512150,221151215,0,0,合併,每年,股東會,"中國信託商業銀行代理部","02-6636-5566","台北市100中正區重慶南路一段八十三號五樓","勤業眾信聯合會計師事務所","黃惠敏","李協昌","FocalTech","11-1F., No. 23, Huanke 1st Rd., Zhubei CityHsin-Chu County 302, Taiwan","03-6661696","ir@focaltech-electronics.com","http://www.focaltech-electronics.com","張維杰","財務長","03-6561660","ir@focaltech-electronics.com","http://www.focaltech-electronics.com","https://www.focaltech-electronics.com/zh-TW/boarding/index/Tab4#tab-anchor"
"3550","聯穎科技股份有限公司","聯穎","電子零組件業","－","新北市中和區建八路16號4樓","	22488639","何鈞銜","蘇俊雄","蘇俊雄","總經理","彭權才","8226-5658","1987/04/30","2010/11/10",新台幣                 10.0000元,1075500000,107550000,0,0,合併,每年,董事會,"兆豐證券股份有限公司股務代理部","3393-0898","10058 台北市中正區忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","林政治","鍾鳴遠","COPARTNER","4F., No.16, Jian 8th Rd.Zhonghe Dist., New Taipei City , Taiwan","8226-5659","jonathansu@copartner.com.tw","http://www.copartner.com.tw","蘇俊雄","總經理","8226-5658#2901","jonathansu@copartner.com.tw","https://www.copartner.com.tw/tw/stakeholder","https://www.copartner.com.tw/tw/corporate/list/%E8%91%A3%E4%BA%8B%E6%9C%83"
"3557","嘉威生活股份有限公司","嘉威","居家生活","－","臺北市大安區信義路4段296號14樓之4","	27717512","黃清森","吳世偉","柯愛惠","營運長","林仁乙","02-77335368","2005/04/21","2008/02/27",新台幣                 10.0000元,843154350,84315435,12316671,0,合併,每年,董事會,"富邦綜合證券(股)公司","(02)2361-1300","台北市10047許昌街17號11樓(壽德大樓)","安永聯合會計師事務所","洪國森","姚世傑","JiaWei","14F.-4, NO. 296, SEC. 4, XINYI RD., DA’AN DIST.,TAIPEI CITY 10679, TAIWAN, R.O.C.","02-77335369","services@jiaweils.com","www.jiaweils.com","林仁乙","公司治理部經理","02-77335368#116","lorilin@jiaweils.com","www.jiaweils.com","https://www.jiaweils.com/FileList/C000005?SubCategoryID=cfb3d304-3e64-406d-9e7c-027aa5127878&PageTyp"
"3563","牧德科技股份有限公司","牧德","光電業","－","新竹科學園區工業東二路2之3號","	16522758","汪光夏","陳復生","蘇怡汎","財務長","王舜民","(03)5638599","1998/06/09","2019/04/02",新台幣                 10.0000元,639608580,63960858,14759800,0,合併,每半會計年度,董事會,"台新綜合證券股份有限公司","(02)2504-8125","台北市中山區建國北路一段96號地下一樓","安侯建業聯合會計師事務所","吳仲舜","張純怡","MACHVISION","No.2-3, Industry East Road, ll, HsinChu Science Park, Hsinchu, Taiwan, R.O.C.30075,Hsin-Chu, Taiwan,R.O.C","(03)5638598","spokesman@machvision.com.tw","www.machvision.com.tw","蘇怡汎","財務長","(03)5638599","spokesman@machvision.com.tw","www.machvision.com.tw","www.machvision.com.tw/index.php/zh-tw/investors/corporate-governance/architecture"
"3576","聯合再生能源股份有限公司","聯合再生","光電業","－","新竹科學工業園區新竹市力行三路7號","	27763753","洪傳獻","張為策(執行長)","潘蕾蕾","財務長","陳怡真","(03)578-0011","2005/08/26","2009/01/12",新台幣                 10.0000元,16277953750,1627795375,258633452,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","廖婉怡","梁盛泰","URE","No.7, Li-Hsin Rd.III, Hsinchu Science Park, Hsinchu, Taiwan 300, R.O.C.Hsinchu County 300, Taiwan","(03)578-1255","IR@urecorp.com","http://www.urecorp.com","閻敬儀","經理","886-2-2656-2000","IR@urecorp.com","http://www.urecorp.com","https://www.urecorp.com/investors.php"
"3583","辛耘企業股份有限公司","辛耘","半導體業","－","台北市內湖區瑞光路208號11樓","	30901647","謝宏亮","李宏益","沈淑&#30494;","董事長特助","謝瑋玲","02-8751-2323","1979/10/17","2013/03/12",新台幣                 10.0000元,803312600,80331260,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-6636-5566","10008 台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","黃惠敏會計師","辛宥呈會計師","Scientech","11F , No.208 , Rueiguang Road , Neihu DistrictTaipei  11491 , Taiwan","02-8751-2020","investor@scientech.com.tw","www.scientech.com.tw/zh-hant","沈淑&#30494;","董事長特助","0287512323 Ext.1104","investor@scientech.com.tw","www.scientech.com.tw/zh-hant/Investor/Governance/StatusReport","www.scientech.com.tw/zh-hant/Investor/Governance/StatusReport"
"3588","通嘉科技股份有限公司","通嘉","半導體業","－","新竹縣竹北市台元二街1號4F-1","	80254357","高育坤","祁亨忠","余淑薇","財會處長","李嘉芬","03-5543588","2002/09/18","2009/08/14",新台幣                 10.0000元,619931820,61993182,0,0,合併,每年,董事會,"群益金鼎證券(股)公司股務代理部","02-2702-3999","台北市敦化南路二段97號地下二樓","勤業眾信聯合會計師事務所","張雅芸","陳明煇","LD","4F-1,No.1, Taiyuan 2nd St.Zhubei City,Hsinchu County 30288, Taiwan","03-5540098","ir@leadtrend.com.tw","https://www.leadtrend.com.tw","余淑薇","財會處長","03-5543588","ir@leadtrend.com.tw","www.leadtrend.com.tw","www.leadtrend.com.tw"
"3591","艾笛森光電股份有限公司","艾笛森","光電業","－","新北市中和區橋和路17號17樓","	12907747","吳建榮","吳建榮","許正典","副總經理","胡錫權","02-82276996","2001/10/04","2010/11/12",新台幣                 10.0000元,1453868350,145386835,0,0,合併,每年,股東會,"富邦綜合證券股份有限公司","(02)2361-1300","台北市中正區許昌街17號11樓","勤業眾信聯合會計師事務所","彭詩玄","吳恪昌","EDISON OPTO","17F, No. 17, Qiao-he Rd.,Chung-Ho Dist., New Taipei City, Taiwan.","02-82276997","investor@edison-opto.com.tw","https://www.edison-opto.com.tw/","許正典","副總經理","02-82276996#1103","adenhsu@edison-opto.com.tw","https://www.edison-opto.com.tw/esg/Stakeholder-Engagement/Major-Issues-and-Management-Policies","https://www.edison-opto.com.tw/esg/Governance/Corporate-Governance-Framework/Governance-Framework"
"3592","瑞鼎科技股份有限公司","瑞鼎","半導體業","－","(30078)新竹科學園區新竹市力行路23號2樓","	80532726","黃裕國","溫志堅","林佩怡","協理","黃耀裕","03-6661818","2003/10/23","2022/01/07",新台幣                 10.0000元,758552260,75855226,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","安侯建業聯合會計師事務所","鄭安志","吳俊源","Raydium","2F,No.23,Li-Hsin Rd.,Hsinchu Science ParkHsinchu ,Taiwan ,R.O.C","03-6661919","Raydium@rad-ic.com","www.rad-ic.com","林虹妤","經理","03-6661818#2801","raydium@rad-ic.com","https://esg.rad-ic.com/esg/link/stakeholder-engagement/","https://www.rad-ic.com/zh-TW/investor/corporate-governance/regulatory-and-compliance"
"3593","力銘科技股份有限公司","力銘","電子零組件業","－","高雄市左營區菜公一路62巷15號","	80617029","孫正強","蕭勝原","黃文慶","財會行政處協理","人選未定","07-3433776","2003/12/22","2009/03/16",新台幣                 10.0000元,608254490,60825449,23000000,0,合併,每年,股東會,"兆豐證券股份有限公司股務代理部","02-33930898","台北市中正區忠孝東路二段95號1樓","安侯建業聯合會計師事務所","陳宗哲","張淑瑩","Logah","No. 15, Ln. 62, Caigong 1st Rd.,Zuoying Dist., Kaohsiung City Taiwan","07-3433639","brady.huang@logah.com","http://www.logah.com","黃文慶","財會行政處協理","07-3433776","brady.huang@logah.com","https://www.logah.com/corporate-social-responsibility/interested-parties/","https://www.logah.com/investor-zone/corporate-governance/"
"3596","智易科技股份有限公司","智易","通信網路業","－","新竹市東區光復路二段8號8樓","	12800294","陳瑞聰","曾釗鵬","黃仕緯","財務長","盧豐裕","(03)5727000","2003/05/09","2009/03/11",新台幣                 10.0000元,2203543210,220354321,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市中正區重慶南路一段83號5樓","安侯建業聯合會計師事務所","郭冠纓","劉振興","Arcadyan","8F, No. 8, Sec. 2, Guangfu Rd.,Hsinchu, Taiwan","(03)5727006","investor@arcadyan.com","www.arcadyan.com","黃仕緯","財務長","03-5727000#14322","investor@arcadyan.com","https://csr.arcadyan.com/zh-hant/sustainability-development/stakeholder-engagement/","https://www.arcadyan.com/zh-hant/investor/corporate-governance-information/"
"3605","宏致電子股份有限公司","宏致","電子零組件業","－","桃園市中壢區過嶺路二段530-6號","	97257738","袁万丁","黃添富","扶大桂","行政處資深處長","楊宗霖","(03)4632808","1996/11/07","2009/03/26",新台幣                 10.0000元,1638164410,163816441,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","(02)2389-2999","台北市重慶南路一段2號5樓","安侯建業聯合會計師事務所","紀孟君","楊樹芝","ACES","No. 530-6, Sec. 2, Guoling Rd., Zhongli Dist.,Taoyuan City 320, Taiwan (R.O.C.)","(03)4631800","ir@acesconn.com","www.acesconn.com","李舒音勻","財務處副總經理","(03)4632808","ir@acesconn.com","www.acesconn.com","https://www.acesconn.com/tw/investors2_1"
"3607","谷崧精密工業股份有限公司","谷崧","電子零組件業","－","桃園市中壢區中正路1274巷48號","	23414349","洪煥青","張文桐","許嘉宏","財務長","王曉蘭","03-4252153","1989/06/14","2009/10/28",新台幣                 10.0000元,1216622390,121662239,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","10489台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","謝明忠","王攀發","Coxon","No.48, Ln. 1274, Zhongzheng Rd., Zhongli Dist., Taoyuan City 320, Taiwan ?Zhongli Dist., Taoyuan City 320, Taiwan","03-4254320","coxontw@coxongroup.com","www.coxongroup.com","許嘉宏","財務長","03-4252153","garyhsu@coxongroup.com","www.coxongroup.com/?page_id=1764","https://esg.twse.com.tw"
"3617","碩天科技股份有限公司","碩天","其他電子業","－","台北市內湖區金莊路26號11樓","	97474067","何&#28627;洵","何&#28627;洵","陳健中","財務部協理","林秀珠","(02)8792-9510","1997/06/27","2009/12/23",新台幣                 10.0000元,947660490,94766049,0,0,合併,每半會計年度,董事會,"群益金鼎證券股務代理部","(02)2702-3999","台北市大安區敦化南路二段97號B2","勤業眾信聯合會計師事務所","張至誼","鄭淂蓁","CyberPower","11F., No.26,  Jinzhuang Rd., Neihu District, Taipei City 114Taiwan (R.O.C.)","(02)8792-9525","investor@cyberpower.com","www.cyberpower.com/tw/zh/investor","陳健中","財務部協理","(02)8792-9510","investor@cyberpower.com","https://www.cyberpower.com/tw/zh/investor/stakeholder","https://www.cyberpower.com/tw/zh/investor/corporate"
"3622","洋華光電股份有限公司","洋華","光電業","－","桃園市觀音區觀音工業區經建一路31號","	80260061","白志強","許益川","何逢有","副總經理","許益川","03-4833665","2002/07/30","2009/03/25",新台幣                 10.0000元,1513276000,151327600,0,0,合併,每年,董事會,"康和綜合證券(股)公司股務代理部","(02)8787-1888","110台北市信義區基隆路一段176號B1","安侯建業聯合會計師事務所","江家齊","趙敏如","YFO","NO.31, JING JIANN 1ST RD., KUANYIN INDUSTRIAL ESTATETAOYUAN, TAIWAN, R.O.C.","03-4833660","SHARONHO@YFO.COM.TW","www.yfo.com.tw","何逢有","副總經理","02-23970585","SHARONHO@YFO.COM.TW","http://www.yfo.com.tw/index.php?option=com_content&task=view&id=88&Itemid=97","http://www.yfo.com.tw/index.php?option=com_content&task=view&id=29&Itemid=64"
"3645","達邁科技股份有限公司","達邁","電子零組件業","－","新竹縣新埔鎮文德路三段127號","	70776899","吳聲昌","黃貞英","陳岱村","副總經理","黃貞英","03-5896088","2000/06/22","2011/10/05",新台幣                 10.0000元,1367542070,136754207,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","02-2702-3999","台北市大安區敦化南路二段97號B2","勤業眾信聯合會計師事務所","張雅芸","方蘇立","TMT","No. 127, SEC. 3, WENDE RD.XINPU TOWNSHIP, HSINCHU COUNTY, TAIWAN","03-5896099","kevin_chen@taimide.com.tw","www.taimide.com.tw","鍾嘉惠","經理","03-5896088","ir@taimide.com.tw","https://www.taimide.com.tw/zh/article-835818","https://www.taimide.com.tw/zh/article-837204"
"3652","精聯電子股份有限公司","精聯","電腦及週邊設備業","－","新北市新店區寶橋路235巷136號5樓","	28913512","葉佳紋","徐志達","張嘉玲","協理","林尹詩","(02)89121122","2008/01/15","2022/09/21",新台幣                 10.0000元,750975000,75097500,0,0,合併,每年,董事會,"台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","安永聯合會計師事務所","胡慎緁","謝勝安","Unitech elec.","5FL., NO.136, LANE 235, PAO-CHIAO RD., HSIN-TIEN DIST,NEW TAIPEI CITY, TAIWAN 231, R.O.C.","(02)89121130","invest@tw.ute.com","http://www.ute.com/","張嘉玲","協理","(02)89121122#270","invest@tw.ute.com","http://tw.ute.com/investor-relationship.php?rbu=2","https://www.ute.com/tw/ir/company/operation"
"3653","健策精密工業股份有限公司","健策","電子零組件業","－","桃園市龜山區文化里19鄰科技一路40號","	22415854","趙宗信","林錦隆","林錦隆","總經理","郭逢春","03-2115678","1987/03/28","2009/11/18",新台幣                 10.0000元,1467328030,146732803,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","王方瑜","林瑟凱","JENTECH","No.40, Keji 1st Rd., Guishan Township,Taoyuan County 333, Taiwan (R.O.C.)","03-3960144","spokesperson@jentech.com.tw","https://www.jentech.com.tw/zh","郭逢春","副總經理","03-2115678","alexkuo@jentech.com.tw","https://www.jentech.com.tw/zh/stakeholder-engagement","https://www.jentech.com.tw/zh/corporate-governance"
"3661","世芯電子股份有限公司","世芯-KY","半導體業","KY","114 台北市內湖區文湖街12號9樓","	31659649","沈翔霖","沈翔霖","王德善","財務長","沈翔霖","02-27992318","2003/02/27","2014/10/28",新台幣                 10.0000元,820913400,82091340,2761862,0,合併,每年,股東會,"中國信託商業銀行代理部","02-66365566","台北市中正區重慶南路1段83號5樓","勤業眾信聯合會計師事務所","劉建良","張麗君","Alchip","9F., No.12, Wenhu St., Neihu Dist.,Taipei City, Taiwan 114","02-27997389","IR@alchip.com","www.alchip.com","王德善","財務長","02-26599357","IR@alchip.com","www.alchip.com","https://www.alchip.com/tw/Investors/corporate"
"3665","貿聯控股(BizLink Holding Inc.)","貿聯-KY","其他電子業","KY","23553新北市中和區建一路186號3樓","	26644007","梁華哲","鄧劍華","鄧劍華","總經理","蔡策申","02-82261000","2000/06/01","2011/04/21",新台幣                 10.0000元,1950784050,195078405,0,0,合併,每年,董事會,"中國信託商業銀行 代理部","02-6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","梁華玲","黃珮娟","BHI (BizLink)","3F., No.186, Jian 1st Rd., Zhonghe Dist., 23553New Taipei City, Taiwan","02-82262583","ir@bizlinktech.com","http://www.bizlinktech.com","王譯鋒","資深經理","02-8226-1000","ir@bizlinktech.com","https://www.bizlinktech.com/zh-tw/stakeholder-engagement","https://www.bizlinktech.com/zh-tw/corporate-governance"
"3669","圓展科技股份有限公司","圓展","通信網路業","－","新北市土城區大安路157號8樓","	28428722","郭重松　","郭昱廷","邱德溥","副總經理","張明益","22698535","2008/01/07","2011/08/25",新台幣                 10.0000元,929199500,92919950,0,0,合併,每年,股東會,"永豐金證券股份有限公司","23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","陳培德","劉怡青","AVer","8F No.157,Da-An Rd.,Tucheng Dist.,New Taipei City ,Taiwan, R.O.C.","22698538","ir.avi@aver.com","www.aver.com","邱德溥","副總經理","22698535","ir.avi@aver.com","tw.aver.com/page/IR-Contacts","https://esg.aver.com/csr-orgnization?lang=tw"
"3673","TPK Holding Co., Ltd.","TPK-KY","光電業","KY","台北市內湖區民權東路六段13之18號(訴訟及非訟代理人聯絡處)","	31805657","江朝瑞","謝立群","江朝瑞","董事長","謝立群/劉詩亮","02-6619-1199","2005/11/21","2010/10/29",新台幣                 10.0000元,4066637590,406663759,0,0,合併,每年,股東會,"元大證券股份有限公司","02-2586-5859","臺北市大安區敦化南路2段67號地下一樓","勤業眾信聯合會計師事務所","莊碧玉","陳俊宏","TPK","No.13-18, Sec. 6, Min Quan E. Rd., Neihu Dist.,Taipei, Taiwan, R.O.C.","02-6619-1200","Stock@tpk.com","http://www.tpk.com","劉詩亮","策略長","02-6619-1199","ir@tpk.com","http://www.tpk.com","https://www.tpk.com/tw/irwebsite_c/corporategovernance"
"3679","新至陞科技股份有限公司","新至陞","電子零組件業","－","新北市新莊區化成路11巷36號","	36011776","陳標福","蔡建勝","蔡建勝","總經理","林子瑄","(02)2998-3578","1980/06/27","2011/10/05",新台幣                 10.0000元,630222290,63022229,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83 號5 樓","安侯建業聯合會計師事務所","黃泳華","余聖河","Nishoku","NO.36, LN. 11, HUACHENG RD., XINZHUANG DIST.,NEW TAIPEI CITY 24252, TAIWAN","(02)2998-3580","service@nishoku.com.tw","www.nishoku.com.tw","林子瑄","財務長","(02)2998-3578#128","ir@nishoku.com.tw","https://www.nishoku.com.tw/zh-TW/Investor/Relationship","https://www.nishoku.com.tw/zh-TW/Investor/Governance"
"3686","達能科技股份有限公司","達能","半導體業","－","新竹市東區慈雲路118號19樓之8","	28823511","方震銘","方震銘","湯豐帆","處長","劉思汎","(03)6686361","2007/11/09","2010/07/20",新台幣                 10.0000元,764951180,76495118,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)66365566","台北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","余正富","黃金連","Danen","19F.-8, No. 118, Ciyun Rd., East Dist.Hsinchu City, Taiwan","(03)6686251","pr@danentech.com","http://www.danentech.com","劉思汎","副理","(03)6686361","ac@danentech.com","http://www.danentech.com/investor_cir.aspx","https://www.danentech.com/investor_cg.aspx"
"3694","海華科技股份有限公司","海華","通信網路業","－","新北市新店區寶中路94號8樓","	27667787","程建中","鄭光志","洪慶義","副總經理","林谷峰","02-55995599","2005/04/13","2011/05/03",新台幣                 10.0000元,1549292080,154929208,0,0,合併,每年,股東會,"元大證券股份有限公司","02-25865859","106台北市大安區敦化南路二段67號地下一樓","勤業眾信聯合會計師事務所","劉書琳","施錦川","AzureWave","8F, No.94 Baozhong RoadXindian Dist. New Taipei City Taiwan","02-66289666","investor@azurewave.com","www.azurewave.com","李瓊如","資深專員","02-55995599#5846","Investor@azurewave.com","http://www.azurewave.com/shareholder-service.html","https://www.azurewave.com/corporate-governance.html"
"3701","大眾全球投資控股股份有限公司","大眾控","電腦及週邊設備業","－","台北市內湖區陽光街300號1至9樓","	27242184","簡民智","簡民智","羅安棣","副總經理","黃賀詩","(02)8751-8751","2004/08/30","2004/08/30",新台幣                 10.0000元,2365422460,236542246,21000000,0,合併,每年,股東會,"福邦證券股份有限公司股務代理部","(02)23711658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","楊蕙慈","張淑瓊","FICG","1~9F., No.300, Yang Guang St., NeiHu, Taipei, TaiwanTAIPEI TAIWAN","(02)8751-8777","ANDY_LO@FIC.COM.TW","http://www.ficg.com.tw/","徐鳳蓮","特助","(02)87518751#7219","Alice_Hsu@fic.com.tw","https://www.ficg.com.tw/investor-service/","https://www.ficg.com.tw/organization/"
"3702","大聯大控股股份有限公司","大聯大","電子通路業","－","臺北市南港區經貿二路189號22樓","	27928328","黃偉祥","張蓉崗","袁興文","副總","彭凡玲","2191-0068","2005/11/09","2005/11/09",新台幣                 10.0000元,16790568330,1679056833,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","2702-3999","台北市大安區敦化南路二段97號B2","資誠聯合會計師事務所","林一帆","林永智","WPG","22F., No. 189, Jingmao 2nd Rd., Nangang Dist., Taipei CityTaipei City 114, Taiwan (R.O.C.)","2653-3598","ir@wpgholdings.com","www.WPGholdings.com","袁興文/彭凡玲","副總/總監","(02)2191-0068#85268","ir@wpgholdings.com","http://www.wpgholdings.com/stakeholder/index/zhtw","https://www.wpgholdings.com/investors/corporate_governance/zhtw/major-internal-policies"
"3703","欣陸投資控股股份有限公司","欣陸","建材營造","－","臺北市大安區敦化南路二段九十五號","	28993629","殷琪","張方欣","童雅靖","副總經理","葉昭慶","02-37012000","2010/04/08","2010/04/08",新台幣                 10.0000元,8232159800,823215980,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","鄭旭然","邱盟捷","CHC","No 95, Dun-Hua South Road, Sec. 2Taipei,Taiwan,R.O.C.","02-37012999","ir@continental-holdings.com","http://www.continental-holdings.com","童雅靖","副總經理","02-27004509","ir@continental-holdings.com","https://www.continental-holdings.com/zh/csr","https://www.continental-holdings.com/zh/investor-relations/corporate-governance"
"3704","合勤投資控股股份有限公司","合勤控","通信網路業","－","新竹市公道五路2段363號3樓","	28999503","朱順一","朱順一(執行長)","卜嘉慶","協理","徐慶汛","03-5788838","2010/08/16","2010/08/16",新台幣                 10.0000元,4154449700,415444970,0,0,合併,每年,股東會,"兆豐證券股份有限公司","02-33930898","台北市忠孝東路二段九十五號一樓","安侯建業聯合會計師事務所","黃海寧","于紀隆","Zyxel Group","3F., No.363, Sec. 2, Gongdao 5th Rd., East Dist.,Hsin-Chu,Taiwan,R.O.C","03-6663319","IR@zyxelgroup.com","http://www.zyxelgroup.com","沈靜怡","資深經理","03-5788838 分機81820","ChinYi.Shen@zyxelgroup.com","http://www.zyxelgroup.com/stakeholder.php","https://www.zyxelgroup.com/IR/ch/governance.html"
"3705","永信國際投資控股股份有限公司","永信","生技醫療業","－","台北市松山區民權東路三段181號11樓","	53004906","李芳信","簡志維","簡志維","總經理","王怡云","02-25450185","2011/01/03","2011/01/03",新台幣                 10.0000元,2664229830,266422983,0,0,合併,每年,董事會,"元大證券股份有限公司","02-25865859","臺北市大安區敦化南路2段67號地下一樓","安侯建業聯合會計師事務所","趙敏如","吳佳翰","Y.S.H.","11F., No. 181, Sec. 3, Minquan E. Rd.,Songshan Dist., Taipei City 105, Taiwan","02-25450586","ysh@yungshingroup.com","www.yungshingroup.com","簡志維","總經理","02-25450185","investor@yungshingroup.com","www.yungshingroup.com/category/main.aspx?r=5","http://www.yungshingroup.com/article/articles.aspx?r=100"
"3706","神達控股股份有限公司","神達","電腦及週邊設備業","－","桃園市龜山區文化二路202號","	53677966","苗豐強","何繼武","何繼武","總經理","黃秀玲","(03)328-9000","2013/09/12","2013/09/12",新台幣                 10.0000元,13272124680,1327212468,0,0,合併,每年,董事會,"中國信託商業銀行股份有限公司","(02)6636-5566","台北市重慶南路一段八十三號五樓","資誠聯合會計師事務所","劉倩瑜","李典易","MHC","No. 202, Wenhua 2nd Rd., Guishan Dist., Taoyuan City 333611, Taiwan, R.O.C.Taoyuan City, Taiwan R.O.C","(03)327-6320","stock@mic.com.tw","www.mitac.com","許美惠","總監","(03)3289000","stock@mic.com.tw","https://www.mitac.com/zh-TW/stakeholders/index","https://www.mitac.com/zh-TW/corporate_governance/index"
"3708","上緯國際投資控股股份有限公司","上緯投控","綠能環保","－","南投市東閔路588號","	43238308","蔡朝陽","蔡孝德","洪嘉敏","協理","洪麗敏","049-2255420","2016/08/31","2016/08/31",新台幣                 10.0000元,921053840,92105384,0,0,合併,每半會計年度,董事會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號B1樓","安侯建業聯合會計師事務所","陳燕慧","張字信","Swancor","No. 588, Dongmin Rd.,50466 NANTOU CITY, TAIWAN","049-2251897","swancor@swancor.com","http://www.swancor.com/tw/","洪嘉敏","協理","049-2255420","Min@swancor.com","https://www.swancor.com/tw/csr/stakeholder/3","http://www.swancor.com/tw/"
"3711","日月光投資控股股份有限公司","日月光投控","半導體業","－","高雄市楠梓區經三路26號","	29187308","張虔生","張洪本","吳田玉","營運長","董宏思","07-3617131","2018/04/30","2018/04/30",新台幣                 10.0000元,44608330820,4460833082,0,0,合併,每年,董事會,"統一綜合證券(股)公司","02-27478266","台北市松山區東興路8號地下一樓","勤業眾信聯合會計師事務所","許凱甯","張慈媛","ASEH","26, Chin 3rd Rd., Nanzih Dist.Kaohsiung, 811, Taiwan.","07-3613094","ir@aseglobal.com","www.aseglobal.com","項世傑","投資人關係長","02-66365678","ir@aseglobal.com","https://www.aseglobal.com/ch/csr/stakeholder-engagement/","https://www.aseglobal.com/ch/csr/"
"3712","永崴投資控股股份有限公司","永崴投控","電腦及週邊設備業","－","新北市土城區中央路四段49號","	24813370","郭台強","劉素芳","林坤煌","財務長暨公司治理長","曾譯嫻","22699866","2018/10/01","2018/10/01",新台幣                 10.0000元,2462421460,246242146,0,0,合併,每年,董事會,"福邦證券股份有限公司","23711658","台北市中正區忠孝西路一段６號６樓","資誠聯合會計師事務所","周筱姿","林冠宏","FITH","NO.49, SEC.4, ZHONGYANG RDTU CHENG DIST., NEW TAIPEI CITY TAIWAN","22680738","-","www.fit-holding.com","曾譯嫻","副理","22699866","stakeholders@fit-holding.com","https://www.fit-holding.com/communicate/","https://www.fit-holding.com/governance/#"
